year,State,State Minimum Wage,Effective Minimum Wage,Median Household Income
2004,Kentucky,7.05,7.05,35610
2004,Louisiana,0,7.05,36429
2004,Maine,8.56,8.56,41329
2004,Maryland,7.05,7.05,57103
2004,Massachusetts,9.24,9.24,52019
2004,Michigan,7.05,7.05,42256
2004,Minnesota,6.71,7.05,56104
2004,Mississippi,0,7.05,34755
2004,Missouri,7.05,7.05,42137
2004,Montana,5.48,7.05,33956
2004,Nebraska,7.05,7.05,43786
2004,Nevada,7.05,7.05,47204
2004,New Hampshire,7.05,7.05,56815
2004,New Jersey,7.05,7.05,55275
2004,New Mexico,7.05,7.05,39562
2004,New York,7.05,7.05,44649
2004,North Carolina,7.05,7.05,40238
2004,North Dakota,7.05,7.05,39220
2004,Ohio,3.83,7.05,43055
2004,Oklahoma,2.74,7.05,39614
2004,Oregon,9.65,9.65,40994
2004,Pennsylvania,7.05,7.05,44106
2004,Rhode Island,9.24,9.24,47935
2004,South Carolina,0,7.05,38691
2004,South Dakota,7.05,7.05,41107
2004,Tennessee,0,7.05,38072
2004,Texas,7.05,7.05,41397
2004,Utah,7.05,7.05,50871
2004,Vermont,9.24,9.24,47329
2004,Virginia,7.05,7.05,51141
2004,Washington,9.8,9.8,49922
2004,West Virginia,7.05,7.05,33373
2004,Wisconsin,7.05,7.05,45732
2004,Wyoming,7.05,7.05,45397
2005,Alabama,0,6.82,37150
2005,Alaska,9.47,9.47,55891
2005,Arizona,0,6.82,45245
2005,Arkansas,6.82,6.82,36658
2005,California,8.94,8.94,51755
2005,Colorado,6.82,6.82,50449
2005,Connecticut,9.4,9.4,56835
2005,Delaware,8.15,8.15,51235
2005,District of Columbia,8.74,8.74,44993
2005,Florida,0,6.82,42990
2005,Georgia,6.82,6.82,45926
2005,Hawaii,8.28,8.28,59586
2005,Idaho,6.82,6.82,44176
2005,Illinois,8.61,8.61,48398
2005,Indiana,6.82,6.82,42437
2005,Iowa,6.82,6.82,46500
2005,Kansas,3.51,6.82,42027
2005,Kentucky,6.82,6.82,36699
2005,Louisiana,0,6.82,37236
2005,Maine,8.41,8.41,43923
2005,Maryland,6.82,6.82,60512
2005,Massachusetts,8.94,8.94,56017
2005,Michigan,6.82,6.82,45933
2005,Minnesota,6.49,6.82,54215
2005,Mississippi,0,6.82,32875
2005,Missouri,6.82,6.82,42986
2005,Montana,5.3,6.82,37313
2005,Nebraska,6.82,6.82,47923
2005,Nevada,6.82,6.82,48209
2005,New Hampshire,6.82,6.82,56984
2005,New Jersey,6.82,6.82,63368
2005,New Mexico,6.82,6.82,38947
2005,New York,7.95,7.95,47176
2005,North Carolina,6.82,6.82,42056
2005,North Dakota,6.82,6.82,42192
2005,Ohio,3.71,6.82,44203
2005,Oklahoma,2.65,6.82,37645
2005,Oregon,9.6,9.6,44159
2005,Pennsylvania,6.82,6.82,46300
2005,Rhode Island,8.94,8.94,49484
2005,South Carolina,0,6.82,40230
2005,South Dakota,6.82,6.82,43151
2005,Tennessee,0,6.82,39406
2005,Texas,6.82,6.82,41422
2005,Utah,6.82,6.82,54813
2005,Vermont,9.27,9.27,50704
2005,Virginia,6.82,6.82,51914
2005,Washington,9.73,9.73,50646
2005,West Virginia,6.82,6.82,36445
2005,Wisconsin,6.82,6.82,44650
2005,Wyoming,6.82,6.82,44718
2006,Alabama,0,6.61,37952
2006,Alaska,9.17,9.17,56418
2006,Arizona,0,6.61,46657
2006,Arkansas,6.61,6.61,37057
2006,California,8.66,8.66,55319
2006,Colorado,6.61,6.61,55697
2006,Connecticut,9.49,9.49,62404
2006,Delaware,7.89,7.89,52438
2006,District of Columbia,8.98,8.98,48477
2006,Florida,8.21,8.21,45676
2006,Georgia,6.61,6.61,49344
2006,Hawaii,8.66,8.66,60470
2006,Idaho,6.61,6.61,46213
2006,Illinois,8.34,8.34,48671
2006,Indiana,6.61,6.61,45407
2006,Iowa,6.61,6.61,48126
2006,Kansas,3.4,6.61,45552
2006,Kentucky,6.61,6.61,39485
2006,Louisiana,0,6.61,36488
2006,Maine,8.34,8.34,45642
2006,Maryland,6.61,6.61,63668
2006,Massachusetts,8.66,8.66,55330
2006,Michigan,6.61,6.61,48647
2006,Minnesota,6.74,6.74,56211
2006,Mississippi,0,6.61,34733
2006,Missouri,6.61,6.61,44579
2006,Montana,5.13,6.61,41105
2006,Nebraska,6.61,6.61,48145
2006,Nevada,6.61,6.61,52282
2006,New Hampshire,6.61,6.61,61970
2006,New Jersey,7.89,7.89,68059
2006,New Mexico,6.61,6.61,40028
2006,New York,8.66,8.66,48222
2006,North Carolina,6.61,6.61,39797
2006,North Dakota,6.61,6.61,41047
2006,Ohio,3.59,6.61,45900
2006,Oklahoma,2.57,6.61,38838
2006,Oregon,9.62,9.62,47091
2006,Pennsylvania,6.61,6.61,48477
2006,Rhode Island,8.66,8.66,53736
2006,South Carolina,0,6.61,39617
2006,South Dakota,6.61,6.61,45427
2006,Tennessee,0,6.61,40693
2006,Texas,6.61,6.61,43307
2006,Utah,6.61,6.61,54628
2006,Vermont,9.3,9.3,51981
2006,Virginia,6.61,6.61,57119
2006,Washington,9.79,9.79,54723
2006,West Virginia,6.61,6.61,38419
2006,Wisconsin,7.31,7.31,51692
2006,Wyoming,6.61,6.61,47041
2007,Alabama,0,6.42,42212
2007,Alaska,8.92,8.92,62993
2007,Arizona,8.42,8.42,47215
2007,Arkansas,7.8,7.8,40795
2007,California,9.36,9.36,55734
2007,Colorado,8.55,8.55,61141
2007,Connecticut,9.54,9.54,64141
2007,Delaware,8.3,8.3,54589
2007,District of Columbia,8.73,8.73,50783
2007,Florida,8.32,8.32,45794
2007,Georgia,6.42,6.42,48641
2007,Hawaii,9.04,9.04,64022
2007,Idaho,6.42,6.42,49184
2007,Illinois,9.36,9.36,52506
2007,Indiana,6.42,6.42,47453
2007,Iowa,6.42,6.42,48908
2007,Kansas,3.31,6.42,48497
2007,Kentucky,6.42,6.42,39452
2007,Louisiana,0,6.42,41313
2007,Maine,8.42,8.42,47894
2007,Maryland,7.67,7.67,65630
2007,Massachusetts,9.36,9.36,58463
2007,Michigan,8.67,8.67,49370
2007,Minnesota,6.55,6.55,58058
2007,Mississippi,0,6.42,37279
2007,Missouri,8.11,8.11,46005
2007,Montana,4.99,6.42,43655
2007,Nebraska,6.42,6.42,49174
2007,Nevada,7.67,7.67,54058
2007,New Hampshire,6.42,6.42,67576
2007,New Jersey,8.92,8.92,60508
2007,New Mexico,6.42,6.42,44356
2007,New York,8.92,8.92,48944
2007,North Carolina,7.67,7.67,43513
2007,North Dakota,6.42,6.42,47205
2007,Ohio,8.55,8.55,49099
2007,Oklahoma,2.5,6.42,43216
2007,Oregon,9.73,9.73,50236
2007,Pennsylvania,7.8,7.8,48437
2007,Rhode Island,9.23,9.23,54210
2007,South Carolina,0,6.42,44213
2007,South Dakota,6.42,6.42,46418
2007,Tennessee,0,6.42,41195
2007,Texas,6.42,6.42,46053
2007,Utah,6.42,6.42,53529
2007,Vermont,9.39,9.39,47390
2007,Virginia,6.42,6.42,59161
2007,Washington,9.89,9.89,58080
2007,West Virginia,7.3,7.3,42091
2007,Wisconsin,8.11,8.11,51277
2007,Wyoming,6.42,6.42,48744
2008,Alabama,0,7.03,44476
2008,Alaska,8.59,8.59,63989
2008,Arizona,8.29,8.29,46914
2008,Arkansas,7.51,7.51,39586
2008,California,9.61,9.61,57014
2008,Colorado,8.43,8.43,60943
2008,Connecticut,9.19,9.19,64682
2008,Delaware,8.59,8.59,50702
2008,District of Columbia,8.41,8.41,55590
2008,Florida,8.16,8.16,44857
2008,Georgia,6.19,7.03,46227
2008,Hawaii,8.71,8.71,61521
2008,Idaho,7.03,7.03,47420
2008,Illinois,9.31,9.31,53254
2008,Indiana,7.03,7.03,46520
2008,Iowa,8.71,8.71,50142
2008,Kansas,3.18,7.03,47877
2008,Kentucky,7.03,7.03,41148
2008,Louisiana,0,7.03,39563
2008,Maine,8.41,8.41,47228
2008,Maryland,7.39,7.39,63711
2008,Massachusetts,9.61,9.61,60320
2008,Michigan,8.59,8.59,49788
2008,Minnesota,6.31,7.03,54925
2008,Mississippi,0,7.03,36446
2008,Missouri,7.99,7.99,46038
2008,Montana,4.81,7.03,42900
2008,Nebraska,7.03,7.03,50728
2008,Nevada,7.6,7.6,54744
2008,New Hampshire,7.81,7.81,66176
2008,New Jersey,8.59,8.59,65306
2008,New Mexico,7.81,7.81,42102
2008,New York,8.59,8.59,50461
2008,North Carolina,7.39,7.39,42930
2008,North Dakota,7.03,7.03,49631
2008,Ohio,8.41,8.41,46934
2008,Oklahoma,2.4,7.03,46111
2008,Oregon,9.55,9.55,51727
2008,Pennsylvania,8.59,8.59,51402
2008,Rhode Island,8.89,8.89,53241
2008,South Carolina,0,7.03,42155
2008,South Dakota,7.03,7.03,51600
2008,Tennessee,0,7.03,39702
2008,Texas,7.03,7.03,46490
2008,Utah,7.03,7.03,62537
2008,Vermont,9.23,9.23,50706
2008,Virginia,7.03,7.03,61985
2008,Washington,9.7,9.7,56631
2008,West Virginia,7.87,7.87,37994
2008,Wisconsin,7.81,7.81,51200
2008,Wyoming,6.19,7.03,53337
2009,Alabama,0,7.9,39980
2009,Alaska,8.62,8.62,61604
2009,Arizona,8.74,8.74,45739
2009,Arkansas,7.54,7.9,36538
2009,California,9.65,9.65,56134
2009,Colorado,8.78,8.78,55930
2009,Connecticut,9.65,9.65,64851
2009,Delaware,8.62,8.62,52114
2009,District of Columbia,9.1,9.1,53141
2009,Florida,8.69,8.69,45631
2009,Georgia,6.21,7.9,43340
2009,Hawaii,8.74,8.74,55649
2009,Idaho,7.9,7.9,46778
2009,Illinois,9.65,9.65,52870
2009,Indiana,7.9,7.9,44305
2009,Iowa,8.74,8.74,50721
2009,Kansas,3.2,7.9,44717
2009,Kentucky,7.9,7.9,42664
2009,Louisiana,0,7.9,45433
2009,Maine,8.74,8.74,47502
2009,Maryland,7.9,7.9,64186
2009,Massachusetts,9.65,9.65,59373
2009,Michigan,8.92,8.92,45994
2009,Minnesota,6.33,7.9,56090
2009,Mississippi,0,7.9,35078
2009,Missouri,8.5,8.5,48769
2009,Montana,4.82,7.9,40437
2009,Nebraska,7.9,7.9,49595
2009,Nevada,7.9,7.9,51434
2009,New Hampshire,8.74,8.74,64131
2009,New Jersey,8.62,8.62,64777
2009,New Mexico,9.04,9.04,43542
2009,New York,8.62,8.62,50216
2009,North Carolina,7.9,7.9,41906
2009,North Dakota,7.9,7.9,50075
2009,Ohio,8.8,8.8,45879
2009,Oklahoma,2.41,7.9,45878
2009,Oregon,10.13,10.13,49098
2009,Pennsylvania,8.62,8.62,48172
2009,Rhode Island,8.92,8.92,51634
2009,South Carolina,0,7.9,41101
2009,South Dakota,7.9,7.9,45826
2009,Tennessee,0,7.9,40517
2009,Texas,7.9,7.9,47475
2009,Utah,7.9,7.9,58491
2009,Vermont,9.72,9.72,52318
2009,Virginia,7.9,7.9,60501
2009,Washington,10.31,10.31,60392
2009,West Virginia,8.74,8.74,40490
2009,Wisconsin,7.84,7.9,51237
2009,Wyoming,6.21,7.9,52470
2010,Alabama,0,8.6,40933
2010,Alaska,9.19,9.19,57848
2010,Arizona,8.6,8.6,46896
2010,Arkansas,7.41,8.6,38587
2010,California,9.49,9.49,54283
2010,Colorado,8.59,8.6,60233
2010,Connecticut,9.79,9.79,65998
2010,Delaware,8.6,8.6,55214
2010,District of Columbia,9.79,9.79,56928
2010,Florida,8.6,8.6,44066
2010,Georgia,6.11,8.6,44117
2010,Hawaii,8.6,8.6,59539
2010,Idaho,8.6,8.6,47050
2010,Illinois,9.79,9.79,50728
2010,Indiana,8.6,8.6,46139
2010,Iowa,8.6,8.6,49016
2010,Kansas,8.6,8.6,46054
2010,Kentucky,8.6,8.6,41104
2010,Louisiana,0,8.6,39300
2010,Maine,8.9,8.9,47931
2010,Maryland,8.6,8.6,64201
2010,Massachusetts,9.49,9.49,60934
2010,Michigan,8.78,8.78,46276
2010,Minnesota,6.23,8.6,52321
2010,Mississippi,0,8.6,38160
2010,Missouri,8.6,8.6,45817
2010,Montana,4.74,8.6,41280
2010,Nebraska,8.6,8.6,52504
2010,Nevada,7.77,8.6,51200
2010,New Hampshire,8.6,8.6,66633
2010,New Jersey,8.6,8.6,62968
2010,New Mexico,8.9,8.9,45134
2010,New York,8.6,8.6,49781
2010,North Carolina,8.6,8.6,43830
2010,North Dakota,8.6,8.6,51006
2010,Ohio,8.66,8.66,45886
2010,Oklahoma,2.37,8.6,43103
2010,Oregon,9.96,9.96,50602
2010,Pennsylvania,8.6,8.6,48314
2010,Rhode Island,8.78,8.78,51623
2010,South Carolina,0,8.6,41698
2010,South Dakota,8.6,8.6,45352
2010,Tennessee,0,8.6,38591
2010,Texas,8.6,8.6,47266
2010,Utah,8.6,8.6,56701
2010,Vermont,9.56,9.56,55928
2010,Virginia,8.6,8.6,60367
2010,Washington,10.14,10.14,56163
2010,West Virginia,8.6,8.6,42777
2010,Wisconsin,8.6,8.6,50351
2010,Wyoming,6.11,8.6,52201
2011,Alabama,0,8.34,42590
2011,Alaska,8.91,8.91,57431
2011,Arizona,8.45,8.45,48621
2011,Arkansas,7.19,8.34,41302
2011,California,9.2,9.2,53367
2011,Colorado,8.46,8.46,58629
2011,Connecticut,9.49,9.49,65415
2011,Delaware,8.34,8.34,54660
2011,District of Columbia,9.49,9.49,55251
2011,Florida,8.34,8.34,45105
2011,Georgia,5.92,8.34,45973
2011,Hawaii,8.34,8.34,59047
2011,Idaho,8.34,8.34,47459
2011,Illinois,9.49,9.49,50637
2011,Indiana,8.34,8.34,44445
2011,Iowa,8.34,8.34,50219
2011,Kansas,8.34,8.34,46147
2011,Kentucky,8.34,8.34,39856
2011,Louisiana,0,8.34,40658
2011,Maine,8.62,8.62,49693
2011,Maryland,8.34,8.34,68876
2011,Massachusetts,9.2,9.2,63313
2011,Michigan,8.51,8.51,48879
2011,Minnesota,6.04,8.34,57820
2011,Mississippi,0,8.34,41090
2011,Missouri,8.34,8.34,45774
2011,Montana,4.6,8.34,40277
2011,Nebraska,8.34,8.34,55616
2011,Nevada,8.34,8.34,47043
2011,New Hampshire,8.34,8.34,65880
2011,New Jersey,8.34,8.34,62338
2011,New Mexico,8.62,8.62,41982
2011,New York,8.34,8.34,50636
2011,North Carolina,8.34,8.34,45206
2011,North Dakota,8.34,8.34,56361
2011,Ohio,8.51,8.51,44648
2011,Oklahoma,2.3,8.34,48455
2011,Oregon,9.77,9.77,51526
2011,Pennsylvania,8.34,8.34,49910
2011,Rhode Island,8.51,8.51,49033
2011,South Carolina,0,8.34,40084
2011,South Dakota,8.34,8.34,47223
2011,Tennessee,0,8.34,42279
2011,Texas,8.34,8.34,49047
2011,Utah,8.34,8.34,55493
2011,Vermont,9.37,9.37,51862
2011,Virginia,8.34,8.34,62616
2011,Washington,9.97,9.97,56850
2011,West Virginia,8.34,8.34,41821
2011,Wisconsin,8.34,8.34,52058
2011,Wyoming,5.92,8.34,54509
2012,Alabama,0,8.17,43464
2012,Alaska,8.73,8.73,63648
2012,Arizona,8.62,8.62,47044
2012,Arkansas,7.04,8.17,39018
2012,California,9.01,9.01,57020
2012,Colorado,8.61,8.61,57255
2012,Connecticut,9.29,9.29,64247
2012,Delaware,8.17,8.17,48972
2012,District of Columbia,9.29,9.29,65246
2012,Florida,8.64,8.64,46071
2012,Georgia,5.8,8.17,48121
2012,Hawaii,8.17,8.17,56263
2012,Idaho,8.17,8.17,47922
2012,Illinois,9.29,9.29,51738
2012,Indiana,8.17,8.17,46158
2012,Iowa,8.17,8.17,53442
2012,Kansas,8.17,8.17,50003
2012,Kentucky,8.17,8.17,41086
2012,Louisiana,0,8.17,39085
2012,Maine,8.45,8.45,49158
2012,Maryland,8.17,8.17,71836
2012,Massachusetts,9.01,9.01,63656
2012,Michigan,8.34,8.34,50015
2012,Minnesota,5.91,8.17,61795
2012,Mississippi,0,8.17,36641
2012,Missouri,8.17,8.17,49764
2012,Montana,4.51,8.17,45088
2012,Nebraska,8.17,8.17,52196
2012,Nevada,8.17,8.17,47333
2012,New Hampshire,8.17,8.17,67819
2012,New Jersey,8.17,8.17,66692
2012,New Mexico,8.45,8.45,43424
2012,New York,8.17,8.17,47680
2012,North Carolina,8.17,8.17,41553
2012,North Dakota,8.17,8.17,55766
2012,Ohio,8.67,8.67,44375
2012,Oklahoma,2.25,8.17,48407
2012,Oregon,9.91,9.91,51775
2012,Pennsylvania,8.17,8.17,51904
2012,Rhode Island,8.34,8.34,56065
2012,South Carolina,0,8.17,44401
2012,South Dakota,8.17,8.17,49415
2012,Tennessee,0,8.17,42995
2012,Texas,8.17,8.17,51926
2012,Utah,8.17,8.17,58341
2012,Vermont,9.53,9.53,55582
2012,Virginia,8.17,8.17,64632
2012,Washington,10.18,10.18,62187
2012,West Virginia,8.17,8.17,43553
2012,Wisconsin,8.17,8.17,53079
2012,Wyoming,5.8,8.17,57512
2013,Alabama,0,8.05,41381
2013,Alaska,8.61,8.61,61137
2013,Arizona,8.66,8.66,50602
2013,Arkansas,6.94,8.05,39919
2013,California,8.88,8.88,57528
2013,Colorado,8.64,8.64,63371
2013,Connecticut,9.16,9.16,67781
2013,Delaware,8.05,8.05,52219
2013,District of Columbia,9.16,9.16,60675
2013,Florida,8.65,8.65,47886
2013,Georgia,5.72,8.05,47439
2013,Hawaii,8.05,8.05,61408
2013,Idaho,8.05,8.05,51767
2013,Illinois,9.16,9.16,57196
2013,Indiana,8.05,8.05,50553
2013,Iowa,8.05,8.05,54855
2013,Kansas,8.05,8.05,51485
2013,Kentucky,8.05,8.05,42158
2013,Louisiana,0,8.05,39622
2013,Maine,8.33,8.33,50121
2013,Maryland,8.05,8.05,65262
2013,Massachusetts,8.88,8.88,62963
2013,Michigan,8.22,8.22,48801
2013,Minnesota,5.83,8.05,60907
2013,Mississippi,0,8.05,40850
2013,Missouri,8.16,8.16,50311
2013,Montana,4.44,8.05,44132
2013,Nebraska,8.05,8.05,53774
2013,Nevada,8.05,8.05,45369
2013,New Hampshire,8.05,8.05,71322
2013,New Jersey,8.05,8.05,61782
2013,New Mexico,8.33,8.33,42127
2013,New York,8.05,8.05,53843
2013,North Carolina,8.05,8.05,41208
2013,North Dakota,8.05,8.05,52888
2013,Ohio,8.72,8.72,46398
2013,Oklahoma,2.22,8.05,43777
2013,Oregon,9.94,9.94,56307
2013,Pennsylvania,8.05,8.05,53952
2013,Rhode Island,8.61,8.61,57812
2013,South Carolina,0,8.05,43749
2013,South Dakota,8.05,8.05,54453
2013,Tennessee,0,8.05,42499
2013,Texas,8.05,8.05,53027
2013,Utah,8.05,8.05,62967
2013,Vermont,9.55,9.55,54842
2013,Virginia,8.05,8.05,67620
2013,Washington,10.2,10.2,60106
2013,West Virginia,8.05,8.05,40241
2013,Wisconsin,8.05,8.05,55258
2013,Wyoming,5.72,8.05,55700
2014,Alabama,0,7.92,42278
2014,Alaska,8.47,8.47,67629
2014,Arizona,8.63,8.63,49254
2014,Arkansas,6.83,7.92,44922
2014,California,9.83,9.83,60487
2014,Colorado,8.74,8.74,60940
2014,Connecticut,9.51,9.51,70161
2014,Delaware,8.47,8.47,57522
2014,District of Columbia,10.38,10.38,68277
2014,Florida,8.66,8.66,46140
2014,Georgia,5.63,7.92,49555
2014,Hawaii,7.92,7.92,71223
2014,Idaho,7.92,7.92,53438
2014,Illinois,9.01,9.01,54916
2014,Indiana,7.92,7.92,48060
2014,Iowa,7.92,7.92,57810
2014,Kansas,7.92,7.92,53444
2014,Kentucky,7.92,7.92,42786
2014,Louisiana,0,7.92,42406
2014,Maine,8.19,8.19,51710
2014,Maryland,7.92,7.92,76165
2014,Massachusetts,8.74,8.74,63151
2014,Michigan,8.9,8.9,52005
2014,Minnesota,7.1,7.92,67244
2014,Mississippi,0,7.92,35521
2014,Missouri,8.19,8.19,56630
2014,Montana,8.63,8.63,51102
2014,Nebraska,7.92,7.92,56870
2014,Nevada,7.92,7.92,49875
2014,New Hampshire,7.92,7.92,73397
2014,New Jersey,9.01,9.01,65243
2014,New Mexico,8.19,8.19,46686
2014,New York,8.74,8.74,54310
2014,North Carolina,7.92,7.92,46784
2014,North Dakota,7.92,7.92,60730
2014,Ohio,7.92,7.92,49644
2014,Oklahoma,2.19,7.92,47199
2014,Oregon,9.94,9.94,58875
2014,Pennsylvania,7.92,7.92,55173
2014,Rhode Island,8.74,8.74,58633
2014,South Carolina,0,7.92,44929
2014,South Dakota,7.92,7.92,53053
2014,Tennessee,0,7.92,43716
2014,Texas,7.92,7.92,53875
2014,Utah,7.92,7.92,63383
2014,Vermont,9.54,9.54,60708
2014,Virginia,7.92,7.92,66155
2014,Washington,10.18,10.18,59068
2014,West Virginia,7.92,7.92,39552
2014,Wisconsin,7.92,7.92,58080
2014,Wyoming,5.63,7.92,55690
2015,Alabama,0,7.91,44509
2015,Alaska,9.55,9.55,75112
2015,Arizona,8.79,8.79,52248
2015,Arkansas,8.18,8.18,42798
2015,California,9.82,9.82,63636
2015,Colorado,8.98,8.98,66596
2015,Connecticut,9.99,9.99,72889
2015,Delaware,9,9,57756
2015,District of Columbia,11.46,11.46,70071
2015,Florida,8.79,8.79,48825
2015,Georgia,5.62,7.91,50768
2015,Hawaii,8.46,8.46,64514
2015,Idaho,7.91,7.91,51624
2015,Illinois,9,9,60413
2015,Indiana,7.91,7.91,51983
2015,Iowa,7.91,7.91,60855
2015,Kansas,7.91,7.91,54865
2015,Kentucky,7.91,7.91,42387
2015,Louisiana,0,7.91,45922
2015,Maine,8.18,8.18,50756
2015,Maryland,9,9,73594
2015,Massachusetts,9.82,9.82,67861
2015,Michigan,8.89,8.89,54203
2015,Minnesota,7.91,7.91,68730
2015,Mississippi,0,7.91,40037
2015,Missouri,8.35,8.35,59196
2015,Montana,8.79,8.79,51395
2015,Nebraska,8.73,8.73,60474
2015,Nevada,7.91,7.91,52008
2015,New Hampshire,7.91,7.91,75675
2015,New Jersey,9.15,9.15,68357
2015,New Mexico,8.18,8.18,45119
2015,New York,9.55,9.55,58005
2015,North Carolina,7.91,7.91,50797
2015,North Dakota,7.91,7.91,57415
2015,Ohio,7.91,7.91,53301
2015,Oklahoma,2.18,7.91,47077
2015,Oregon,10.09,10.09,60834
2015,Pennsylvania,7.91,7.91,60389
2015,Rhode Island,9.82,9.82,55701
2015,South Carolina,0,7.91,46360
2015,South Dakota,9.28,9.28,55065
2015,Tennessee,0,7.91,47330
2015,Texas,7.91,7.91,56473
2015,Utah,7.91,7.91,66258
2015,Vermont,9.99,9.99,59494
2015,Virginia,7.91,7.91,61486
2015,Washington,10.33,10.33,67243
2015,West Virginia,8.73,8.73,42824
2015,Wisconsin,7.91,7.91,55425
2015,Wyoming,5.62,7.91,60925
2016,Alabama,0,7.81,47221
2016,Alaska,10.51,10.51,75723
2016,Arizona,8.68,8.68,57100
2016,Arkansas,8.62,8.62,45907
2016,California,10.78,10.78,66637
2016,Colorado,8.96,8.96,70566
2016,Connecticut,10.35,10.35,75923
2016,Delaware,8.89,8.89,58046
2016,District of Columbia,12.39,12.39,70982
2016,Florida,8.68,8.68,51176
2016,Georgia,5.55,7.81,53527
2016,Hawaii,9.16,9.16,72133
2016,Idaho,7.81,7.81,56564
2016,Illinois,8.89,8.89,61386
2016,Indiana,7.81,7.81,56094
2016,Iowa,7.81,7.81,59094
2016,Kansas,7.81,7.81,56810
2016,Kentucky,7.81,7.81,45369
2016,Louisiana,0,7.81,42196
2016,Maine,8.08,8.08,50856
2016,Maryland,9.43,9.43,73760
2016,Massachusetts,10.78,10.78,72266
2016,Michigan,9.16,9.16,57091
2016,Minnesota,7.81,7.81,70218
2016,Mississippi,0,7.81,41099
2016,Missouri,8.24,8.24,55016
2016,Montana,8.68,8.68,57075
2016,Nebraska,9.7,9.7,59374
2016,Nevada,7.81,7.81,55431
2016,New Hampshire,7.81,7.81,76260
2016,New Jersey,9.03,9.03,68468
2016,New Mexico,8.08,8.08,48451
2016,New York,9.7,9.7,61437
2016,North Carolina,7.81,7.81,53764
2016,North Dakota,7.81,7.81,60184
2016,Ohio,7.81,7.81,53985
2016,Oklahoma,2.16,7.81,50943
2016,Oregon,10.51,10.51,59135
2016,Pennsylvania,7.81,7.81,60979
2016,Rhode Island,10.35,10.35,61528
2016,South Carolina,0,7.81,54336
2016,South Dakota,9.21,9.21,57450
2016,Tennessee,0,7.81,51344
2016,Texas,7.81,7.81,58146
2016,Utah,7.81,7.81,67481
2016,Vermont,10.35,10.35,60837
2016,Virginia,7.81,7.81,66451
2016,Washington,10.21,10.21,70310
2016,West Virginia,9.43,9.43,44354
2016,Wisconsin,7.81,7.81,59817
2016,Wyoming,5.55,7.81,57829
2017,Alabama,0,7.65,50865
2017,Alaska,10.34,10.34,77987
2017,Arizona,10.55,10.55,59700
2017,Arkansas,8.97,8.97,49751
2017,California,10.55,10.55,70038
2017,Colorado,9.81,9.81,74984
2017,Connecticut,10.66,10.66,74304
2017,Delaware,8.71,8.71,64961
2017,District of Columbia,12.14,12.14,81282
2017,Florida,8.55,8.55,53086
2017,Georgia,5.43,7.65,57985
2017,Hawaii,9.76,9.76,73599
2017,Idaho,7.65,7.65,59497
2017,Illinois,8.71,8.71,65969
2017,Indiana,7.65,7.65,58767
2017,Iowa,7.65,7.65,63467
2017,Kansas,7.65,7.65,56900
2017,Kentucky,7.65,7.65,49672
2017,Louisiana,0,7.65,43565
2017,Maine,9.5,9.5,53316
2017,Maryland,9.23,9.23,82093
2017,Massachusetts,11.61,11.61,76243
2017,Michigan,9.39,9.39,56405
2017,Minnesota,8.18,8.18,69975
2017,Mississippi,0,7.65,43281
2017,Missouri,8.13,8.13,56530
2017,Montana,8.6,8.6,57407
2017,Nebraska,9.5,9.5,59583
2017,Nevada,7.65,7.65,58041
2017,New Hampshire,7.65,7.65,75630
2017,New Jersey,8.91,8.91,71240
2017,New Mexico,7.91,7.91,45601
2017,New York,10.24,10.24,61543
2017,North Carolina,7.65,7.65,49547
2017,North Dakota,7.65,7.65,60167
2017,Ohio,8.6,8.6,60688
2017,Oklahoma,2.11,7.65,51882
2017,Oregon,10.29,10.29,62498
2017,Pennsylvania,7.65,7.65,61285
2017,Rhode Island,10.13,10.13,65401
2017,South Carolina,0,7.65,54537
2017,South Dakota,9.13,9.13,56914
2017,Tennessee,0,7.65,55306
2017,Texas,7.65,7.65,60092
2017,Utah,7.65,7.65,69789
2017,Vermont,10.55,10.55,63682
2017,Virginia,7.65,7.65,70811
2017,Washington,11.61,11.61,71540
2017,West Virginia,9.23,9.23,46957
2017,Wisconsin,7.65,7.65,63482
2017,Wyoming,5.43,7.65,59536
2018,Alabama,0,7.47,49936
2018,Alaska,10.14,10.14,68734
2018,Arizona,10.82,10.82,62283
2018,Arkansas,8.76,8.76,49781
2018,California,11.33,11.33,70489
2018,Colorado,10.51,10.51,73034
2018,Connecticut,10.4,10.4,72812
2018,Delaware,8.5,8.5,65012
2018,District of Columbia,13.65,13.65,85750
2018,Florida,8.5,8.5,54644
2018,Georgia,5.3,7.47,55821
2018,Hawaii,10.4,10.4,80108
2018,Idaho,7.47,7.47,58728
2018,Illinois,8.5,8.5,70145
2018,Indiana,7.47,7.47,59892
2018,Iowa,7.47,7.47,68718
2018,Kansas,7.47,7.47,63938
2018,Kentucky,7.47,7.47,54555
2018,Louisiana,0,7.47,49973
2018,Maine,10.3,10.3,58663
2018,Maryland,10.4,10.4,86223
2018,Massachusetts,11.33,11.33,86345
2018,Michigan,9.53,9.53,60449
2018,Minnesota,8.28,8.28,71817
2018,Mississippi,0,7.47,42781
2018,Missouri,8.09,8.09,61726
2018,Montana,8.55,8.55,57679
2018,Nebraska,9.27,9.27,67575
2018,Nevada,7.47,7.47,61864
2018,New Hampshire,7.47,7.47,81346
